1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,0
1406,465,0,0,-1
